Sigla;Código;Título;Sub-título;Autores;Data;Tipo;Distribuição;Situação;Nome do arquivo;Projeto;Objeto;Indicador;Arq
AAT;AAT00010020;Ata de reunião Núcleo Regional do Espírito Santo - janeiro 2020;;CINTIA MACHADO DE OLIVEIRA, FRANCISCO WILSON HOLLANDA VIDAL, ;18/02/2020;Ata de reunião;Pública;Concluído;ata_janeiro_2020.pdf;PRJ02.24;09/00054;;SIM
ANA;ANA00010020;REGISTRO DE CONTROLE DE ATENDIMENTO AO PÚBLICO 2020;;;09/03/2020;Norma ou procedimento administrativo;Pública;Em preparação;;PRJ11.04;11/00093;;NÃO
#N/D;CAC00010020;Niobium ore carbonate mineral flotation without desliming;;Elves Matiolo, Amanda Soares de Freitas, Hudson Jean Bianquini Couto, Stéphanie Oliveira Moura e Sá, ;26/10/2020;Artigo em congresso (trabalho completo);Pública;Concluído;CAC00010020 - ELVES MATIOLO.pdf;PRJ05.18;09/00086;"IGPUB; ";SIM
#N/D;CAC00020020;Equilibrium studies of europium biosorption by dead fungal biomass;;ANA CAROLINA DE OLIVEIRA SANTANA, NICE DE VASCONCELOS COIMBRA, ELLEN CRISTINE GIESE, ;10/12/2020;Artigo em congresso (trabalho completo);Pública;Publicado;CAC 0020-00-20.pdf;PRJ01.13;08/00083;"IGPUB; ";SIM
#N/D;CAC00030020;Destinação dos Resíduos da Construção Civil: Avaliação do Ciclo de Vida da Fase de Demolição;;LIMA, F.R.M.S., Marcela Tarazona-Alvardo, Giancarlo Lovón-Canchumani, ;14/12/2020;Artigo em congresso (trabalho completo);Pública;Concluído;CAC00030020- FRANCISCO MARIANO.pdf;PRJ05.18;20/00041;"IGPUB; ";SIM
CAI;CAI00660020;Novel application for palygorskite clay mineral: a kinetic and thermodynamic assessment of diesel fuel desulfurization;;Anne B. F. Câmara, Rafael V. Sales, LUIZ CARLOS BERTOLINO, FURLANETTO, R. P. P., Enrique Rodríguez-Castellón, Luciene S. de Carvalho, ;06/01/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0066-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00010020;Ecological bricks from dimension stone waste and polyester resin;;Barros, M. M., Oliveira, M. F. L., ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, Daniele Cruz Bastos, Oliveira, M. G., ;06/01/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI-0001-00-20.pdf;PRJ02.19;09/00067;"IGPUB; IPUB; ";SIM
#N/D;CAI00020020;Extraction of lithium from a montebrasite concentrate: Applied mineralogy, pyro- and hydrometallurgy;;Paulo Fernando Almeida Braga, Sílvia Cristina Alves França, Caroline C. Gonçalves, Paulo F.V. Ferraz, Reiner Neumann, ;13/01/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00020020 - Paulo Braga.pdf;PRJ05.18;20/00003;"IGPUB; IPUB; ";SIM
#N/D;CAI00030020;The white marbles of Brasília, a World Heritage site and capital of Brazil;;Maria Heloisa Barros de Oliveira Frascá, Risale Neves, NURIA FERNANDEZ CASTRO, ;29/01/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI-0003-00-20.pdf;PRJ02.19;09/00067;"IGPUB; IPUB; ";SIM
#N/D;CAI00040020;Guidance for the integrated use of hydrological, geochemical, and isotopic tools in mining operations;;Christian Wolkersdorfer, Darrell Kirk Nordstrom, Roger Daniel Beckie, Daniel S. Cicerone, Trevor Elliot, Mansour Edraki, Teresa Valente, Silvia Cristina Alves França, Pramod Kumar, Ricardo Andrés Oyarzún Lucero, Albert Soler i Gil, ;10/03/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00040020 - SILVIA FRANÇA.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00050020;Performances of two flocculants and their mixtures for red mud dewatering and disposal based on mineral paste production;;Bruna Camara Trampus, Sílvia Cristina Alves França, ;10/03/2020;Artigo em períodico, revistas, jornais indexado no SCI;Reservada;Concluído;CAI00050020 - SILVIA FRANÇA.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00060020;Biosorption as green technology for the recovery and separation of rare earth elements;;ELLEN CRISTINE GIESE, ;25/02/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0006-00-20.pdf;PRJ01.13;08/00083;"IGPUB; IPUB; ";SIM
#N/D;CAI00070020;Immobilized microbial nanoparticles for biosorption;;ELLEN CRISTINE GIESE, Debora D. V. Silva, Ana F. M. Costa, Sâmilla G. C. Almeida, Kelly J. Dussán, ;16/04/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0007-00-20.pdf;PRJ01.13;08/00083;"IGPUB; IPUB; ";SIM
#N/D;CAI00090020;Fe III in pottery: identifying firing temperature and ambiguity;Artigo de Periódico Indexado para Applied Clay, v.190, n. 1, June 2020, 105581.;LIMA, D.F., TOLEDO, R., MARTINS, A., LIMA, T. O., LUIZ CARLOS BERTOLINO, FRANCO, R. W. A., ;01/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0009-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00100020;Toxicity of three rare earth elements, and their combinations to algae, microcrustaceans, and fungi;Toxicidade de três elementos de terras raras e suas combinações com algas, microcrustáceos e fungos;Ludmila Rosa Bergsten Torralba, Danielly de Paiva Magalhães, ELLEN CRISTINE GIESE, CARLOS ROBERTO SOBRINHO DO NASCIMENTO, Julia Vianna da Anunciação de Pinho, Buss, D.F., ;02/02/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0010-00-20.pdf;PRJ01.13;08/00083;"IGPUB; IPUB; ";SIM
#N/D;CAI00110020;Degradation of PLA biocomposites containing mango seed and organo montmorillonite minerals;Artigo de Periódico Indexado para Journal of Natural Fibers, july, 2020.;LIMA, E.M.B., OLIVEIRA, R.N.O., ANTONIETA MIDDEA, Izabela Miranda de Castro, Mariana da Costa Mattos, Thiago Torres Matta Neves, Lucas Felix da Costa, REINER NEUMANN, Maria Inês Bruno Tavares, ;21/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0011-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00130020;Avaliação da contaminação ambiental por aesênio e estudo epidemiológico de exposição humana em Paracatu, MG Brasil;;Zuleica Carmen Castilhos, Eduardo Mello De Capitani, Iracina Maura de Jesus, Edison Dausacker Bidone, William Zamboni de Mello, Marcelo de Oliveira Lima, Kleber Raimundo Freitas Faial, Lidiane Raquel Verola Mataveli, Luciana Juncioni de Arauz, Lilian Irene Dias da Silva, Aldo Pacheco Ferreira, Renata Souza Távora, Frédéric Mertens, ;21/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00130020 - ZULEICA CASTILHOS.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00140020;Microbial activities response to contamination in soil and sediments rich in as surrounding an idustrial gold mine;;Zuleica Carmen Castilhos, Elisamara Sabadini-Santos, Edison Dausacker Bidone, ;23/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Reservada;Concluído;CAI00140020 - ZULEICA.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00150020;Planejamento de experimentos para a separação samário-neodímio por extração por solventes;Experiment planning for samario-neodyme separation by solvent extraction;Almeida Izaura C. F, MARISA NASCIMENTO, ;23/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0015-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00160020;Use of plant materials for the bioremediation of soil from an industrial site;;Danielle Aparecida Duarte Nunes, SALGADO, A.M., Emanuela Forestieri da Gama-Rodrigues, Rodrigo Gouvêa Taketani, CLAUDIA DUARTE DA CUNHA, Sérvulo, Eliana Flávia Camporese, ;18/02/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0016-00-20.pdf;PRJ01.13;12/00140;"IGPUB; IPUB; ";SIM
#N/D;CAI00170020;Evaluation of the diffusional coefficient in the acid baking process using microwave energy to reduce phosphorus content in iron ore particles;;Leonardo Martins da Silva, MARISA NASCIMENTO, Elizabeth Mendes de Oliveira, Anderson Virgilio de Queiroz, Marcio Teodoro Fernandes, José Adilson de Castro, ;04/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0017-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00180020;Technogenic deposits formed from dredged sediments deposition: toxic effects on earthworms. Journal of Soils and Sediments, v.20, n.10, 2020.;;Zuleica C. Castilhos, Mariana Vezzone, Ricardo Cesar, Helena Polivanov, Rodrigo Lourenço, Matheus Texeira, Aline Serrano, Tácio de Campos, ;29/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00180020- ZULEICA.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00190020;A study of recycled high-density polyethylene with mica addition: influence of mica particle size on wetting behavior, morphological, physical, and chemical properties;;CAMILA FERREIRA GERARDO, SILVIA CRISTINA ALVES FRANÇA, SHIRLENY FONTES SANTOS, DANIELE CRUZ BASTOS, ;30/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00190020 – Silvia França.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00200020;Effect of nickel in the degradation of oil in soils contaminated with petroleum and nickel;;TAKETANI, N. F., Rodrigo Gouvêa Taketani, LEITE, S.G.F., Itamar Soares Melo, ANDREA CAMARDELLA DE LIMA RIZZO, Fernando Dini Andreote, CLAUDIA DUARTE DA CUNHA, ;21/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0020-00-20.pdf;PRJ01.13;12/00140;"IGPUB; IPUB; ";SIM
#N/D;CAI00210020;Development of polypropylene nanocomposites filled with clay particles from Cubati/Brazil;Artigo de Periódico indexado para American Journal of Materials Science, v.10, n.1, p.15-24, 2020.;Oliveira, C. I. R. de, Rocha, M. C. G., Joaquim Teixeira de Assis, Nancy Isabel Alvarez Acevedo, ANA LÚCIA NAZARETH DA SILVA, LUIZ CARLOS BERTOLINO, ;01/09/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0021-00-20 -  Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00220020;Improving recovery of iron using column flotation of iron ore slimes;;Elves Matiolo, Hudson Jean Bianquini Couto, Neymayer Lima, Klaydison Silva, Amanda Soares de Freitas, ;02/09/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI0022.00.20- ELVES MATIOLO.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00230020;Effect of calcium concentration on calcite flotation from apatite using carbonic gas;;Amanda Soares de Freitas, Elves Matiolo, Rafael Teixeira Rodrigues, ;02/09/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00230020 - ELVES MATIOLO (1).pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00240020;Microstructure and mineral composition of holocene stromatolites from Lagoa Vermelha, a Hypersaline Lagoon in Brazil: insights into laminae genesis;Artigo de Periódico indexado para Journal of Sedimentary Research, v.90, p.887-905, 2020.;Carolina N. Keim, Hélisson Nascimento dos Santos, Carolina Souza Santiago, Simone Pennafirme, REINER NEUMANN, JURGEN SCHNELLRATH, Inayá Lima, Caprez, M.A.C., Marcos Farina, ;09/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0024-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00250020;Nickel and cobalt losses from laterite ore after the sulfation-roasting-leaching processing;Artigo de periódico indexado para a revista Journal of Materials Research and Technology, V. 9, n. 6, November–December, P.12404-12415,  2020.;Pedro Paulo Medeiros Ribeiro, Larissa Chiesa Mendonçade Souza, REINER NEUMANN, Iranildes D. Santos, DUTRA, A.J.B., ;25/09/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0025-00-20 -  Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00260020;Comparação entre os valores de brilho obtidos em rocha ornamental submetida ao processo de polimento com diferentes resinas;Comparison between the gloss values obtained in dimension stone submitted to the polishing process with different resins;Bernardo Bernardi Martins, LEONARDO LUIZ LYRIO DA SILVEIRA, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00260020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00270020;Influência do volume de água utilizado no processo de polimento de rochas ornamentais na qualidade do brilho final;Influence of the volume of water used in the polishing process of ornamental rocks on the final gloss;Cássio Rigo Altoé, LEONARDO LUIZ LYRIO DA SILVEIRA, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00270020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00280020;Análise estatística para controle do processo de polimento de rochas ornamentais;Statistical analysis for control of dimension stones polishing process;Victor Moza Ponciano, LEONARDO LUIZ LYRIO DA SILVEIRA, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00280020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00290020;Ecological fickerts used in the dimension stones polishing reinforced with silica from the rice hull ash;;Wana Favero Gaburo Dorigo, LEONARDO LUIZ LYRIO DA SILVEIRA, Phillipe Fernandes de Almeida, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00290020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00300020;Application of Castor Oil Based Polyurethane Resin in the Dimension Stone Block Wrapping Process;;LEONARDO LUIZ LYRIO DA SILVEIRA, Bruna dos Santos Cezar Ferreira, Phillipe Fernandes de Almeida, Victor Moza Ponciano, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00300020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00310020;Insertion of silicon carbide as cutting element in ecological fickerts for dimension stone polishing;;Phillipe Fernandes de Almeida, Victor Moza Ponciano, LEONARDO LUIZ LYRIO DA SILVEIRA, Eduvaldo Paulo Sichieri, ;05/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00310020.pdf;PRJ05.15;11/00216;"IGPUB; IPUB; ";SIM
#N/D;CAI00320020;Obtenção de samário presente em uma mistura de elementos terras-raras pesados a partir da técnica de extração por solventes;Obtaining samarium in a mixture of heavy-rare earth elements from solvent extraction technique;Gabriel Santos, YSRAEL MARRERO VERA, ;19/06/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0032-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00330020;Separation of gadolinium and europium from chloride media by the solvent extraction technique;;YSRAEL MARRERO VERA, Frank da Silva Braga, ;29/03/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0033-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00340020;Separação de gadolínio e európio em meio clorídrico pela técnica de extração por solventes;Separation of gadolinium and europy in chloridic medium by solvent extraction technique;Frank da Silva Braga, YSRAEL MARRERO VERA, ;19/06/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0034-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00350020;Study of the separation of didymium from lanthanum using liquid-liquid extraction: comparison between saponification of the extractant and use of lactic acid;;Maíra Labanca Waineraich Scal, LUCIANA AMARAL SERUFF, YSRAEL MARRERO VERA, ;22/01/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0035-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00360020;Ornamental stone wastes as an alternate raw material for soda-lime glass manufacturing;;Vinicius Rodrigues Gomes, Michelle Pereira Babisk, Carlos Maurício Fontes Vieira, Juraci Aparecido Sampaio, FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, ;27/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00360020.pdf;PRJ02.24;09/00054;"IGPUB; IPUB; ";SIM
#N/D;CAI00370020;A circular approach to the e-waste valorization through urban mining in Rio de Janeiro, Brazil;;LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, Pablo Dias, ;28/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0037-00-20 .pdf;PRJ01.13;07/00175;"IGPUB; IPUB; ";SIM
#N/D;CAI00380020;Pós de rochas regionais como fonte de fósforo e potássio para plantas - Regional rock dust as a source of phosphorus and potassium for plants.;Artigo de Periódico indexado para Research, Society and Development, v. 9, n. 7, e497974257, 2020. – ISSN 2525-3409.;Rafael Felippe Ratke, Thatiane Gomes Andrade, Sara Gomes da Rocha, Alan de Sousa, Paulo Vinicius da Silva Dai, Edson Cavalcanti Silva-Filho, LUIZ CARLOS BERTOLINO, Alan Mario Zuffo, Augusto Matias de Oliveira, Jorge González Aguilera, ;29/10/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0038-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00390020;Mineralogical characterization of clay mineral assemblages from Rio de Janeiro pegmatites to identify kaolinite and/or halloysite deposits.;Artigo de Periódico indexado para Cerâmica, v.66, n.380, p.483-495, 2020.;VICTOR MATHEUS JOAQUIM SALGADO CAMPOS, LUIZ CARLOS BERTOLINO, SILVA, F.J., Julio Cezar Mendes, ;03/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0039-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00400020;Potential mobility and toxicity risk of metal pollutants in soils from a tropical área affected by industrial wastes;Artigo de Periódico indexado para Revista Internacional de Contaminación Ambiental, v.36, n.4, p.857-864, 2020.;Soares,Ricardo, Maria Carla Barreto Santos Martins, John Edmund Lewis Maddock, Wilson Machado, LUIZ CARLOS BERTOLINO, David, Aline Soares Freire, SANTELLI, R.E., ;03/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0040-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00410020;Gossan mineralogy, textures, and gold enrichment over the Au (As, Bi, Ag) deposit in the Buracão Area (Brasília Fold Belt, Brazil): Implications for gold prospecting in weathering profiles.;Artigo de Periódico indexado para Journal of Geochemical Exploration v.218, November 2020, 106615.;Pires, G.L.C., Renac, C., Bongiolo, E.M., REINER NEUMANN, ;03/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI-0041-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00420020;Response of granular iron tailings to laboratory-induced environmental stressing;Artigo de periódico indexado para Environmental Geotechnics, 2020, 11p. - E-ISSN 2051-803X ICE Publishing.;Carolina Flórez, REINER NEUMANN, Terezinha Espósito, Maria Claudia Barbosa, ;03/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0042-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00430020;Minerais pesados de saprólitos de pegmatitos intrusivos no ortognaisse Resende Costa: caracterização e correlação com a Província Pegmatítica de São João del Rei, Minas Gerais, Brasil;Artigo de Periódico Indexado para Geologia USP, Série Científica, São Paulo, v.20, n.3, p.3-22, Setembro, 2020. ISSN 2316-9095.;Taís Proença Cidade, ÁVILA, C.A., Reiner Neumann, Fabiano Richard Leite Faulstich, Victor Hugo Riboura Menezes da Silva, Sarah Siqueira da Cruz Guimarães Sousa, ;03/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0043-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00440020;Mining applications of immobilized microbial cells in an alginate matrix: an overview;Aplicaciones mineras de células microbianas inmovilizadas en matriz de alginato: una visión general;ELLEN CRISTINE GIESE, ;04/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0044-00-20.pdf;PRJ01.13;08/00083;"IGPUB; IPUB; ";SIM
#N/D;CAI00450020;Sustainability and the circular economy: A theoretical approach focused on e-waste urban mining;;ELLEN CRISTINE GIESE, FERNANDO ANTONIO FREITAS LINS, LUCIA HELENA DA SILVA MACIEL XAVIER, DUARTE, A.C.P., ;04/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;;PRJ01.13;07/00175;"IGPUB; IPUB; ";NÃO
#N/D;CAI00460020;Evaluation of the effect of the incorporation of blends of fuel and fluxing wastes in red clay ceramics;;Gabriela Nunes Sales Barreto, Michelle Pereira Babisk, Geovana Carla Girondi Delaqua, MONICA CASTOLDI BORLINI GADIOLI, Carlos Maurício Fontes Vieira, ;05/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00460020.pdf;PRJ05.15;13/00154;"IGPUB; IPUB; ";SIM
#N/D;CAI00470020;The impacts of Covid-19 on the major mining municipalities in Brazil;;Fernando Ferreira de Castro, José Antônio Sena do Nascimento, Geraldo Sandoval Góes, Mônica Tardin Monnerat, ;09/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI 0047-00- 20.pdf;PRJ05.18;20/00038;"IGPUB; IPUB; ";SIM
#N/D;CAI00480020;Evoluation and application of sistered red mud and its incorporated clay ceramics as materials for building construction;;Michelle Pereira Babisk, Lucas Fonseca Amaral, Larissa da Silva Ribeiro, Carlos Maurício Fontes Vieira, Ulisses Soares do Prado, MONICA CASTOLDI BORLINI GADIOLI, Michelle Souza Oliveira, Fernanda Santos da Luz, Sergio Neves Monteiro, ;11/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00480020.pdf;PRJ05.15;13/00154;"IGPUB; IPUB; ";SIM
#N/D;CAI00490020;Life cycle inventory of brazilian natural stones;;CARLOS EDUARDO RIBEIRO WANDERMUREN, MONICA CASTOLDI BORLINI GADIOLI, NURIA FERNANDEZ CASTRO, Ualisson Donardelli Bellon, ;12/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00490020.pdf;PRJ05.15;13/00154;"IGPUB; IPUB; ";SIM
#N/D;CAI00500020;Recycling of steel-making plant waste into heavy clay ceramic-industrial test;;Mônica M. Ribeiro, Lucas F. Amaral, Geovana C.G.Delaqua, Carlos M. F. Vieira, MONICA CASTOLDI BORLINI GADIOLI, Julianna M. Garcia, Michelle S. Oliveira, Fabio C. Garcia Filho, Sergio N. Monteiro, ;12/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00500020.pdf;PRJ05.15;13/00154;"IGPUB; IPUB; ";SIM
#N/D;CAI00520020;A performance analysis of conventional reinforcement methods for “exotic” building stones according to the current technical requirements;;ABILIANE DE ANDRADE PAZETO, Pedro Miguel Amaral, Rodrigo Lopes Arcanjo, ;23/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00520020.pdf;PRJ02.24;09/00054;"IGPUB; IPUB; ";SIM
#N/D;CAI00540020;Purification of concentrated nickel sulfuric liquors via synergistic solvent extraction of calcium and magnesium using mixtures of D2EHPA and Cyanex 272;;Alexandre Silva Guimarães, Lucas Andrade Silva, Alexandre Moni Pereira, Julio Cesar Guedes Correia, Marcelo Borges Mansur, ;24/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00540020- JULIO GUEDES.pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00550020;Atividades científicas e tecnológicas desenvolvidas com Arecaceae;;ADELSON ANTONIO DE CASTRO, Roseli Aparecida Cardoso Vieira e Medeiros, Murilo Malveira Brandão, Dario Alves de Oliveira, ;27/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI 0055-00-20.pdf;PRJ01.13;07/00175;"IGPUB; IPUB; ";SIM
#N/D;CAI00560020;Reduction of asphaltenes adsorbed on kaolinite by polymers based on cardanol.;Artigo de Periódico Indexado para a Revista Brazilian Journal of Chemical Engineering, November, 2020. 9p.;Tatiana S. L. Maravilha, ANTONIETA MIDDEA, Luciana S. Spinelli, LUCAS, E.F., ;27/11/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI-0056-00-20 - Antonieta.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00570020;Evaluation of the Influence of Particle Size in the Acid Baking Process for the Reduction of Phosphorus Content in Iron Ore;;Leonardo Martins da Silva, MARISA NASCIMENTO, Elizabeth Mendes de Oliveira, Anderson Vergilio de Queiroz, Marcio Teodoro Fernandes, José Adilson de Castro, ;03/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI 0057-00-20.pdf;PRJ01.13;08/00081;"IGPUB; IPUB; ";SIM
#N/D;CAI00580020;Potencial tóxico de sedimentos dragados das  Baías de Sepetiba e da Guanabara (RJ) em cenário de disposição em latossolo;;Aline Ribeiro Lessa FERREIRA, Ricardo Gonçalves CESAR, Danielle Martins de SIQUEIRA, Ana Paula de Castro RODRIGUES, Mariana VEZZONE, Christiane MONTE, Wilson Thadeu MACHADO, Zuleica Carmen CASTILHOS, Tácio Mauro de CAMPOS, Helena POLIVANOV, Selma Gomes Ferreira LEITE, ;22/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Concluído;CAI00580020- ZUELICA .pdf;PRJ05.18;09/00086;"IGPUB; IPUB; ";SIM
#N/D;CAI00590020;Toughness improvement  of poly(lactic acid) by the addition of pre-crosslinked powdered nitrile rubber/CaCO3 for thermoforming molding.;Artigo Indexado para Journal of Elastomers & Plastics, v.20, n.10, p.1-18, 2020;JANAINA  FERNANDES  MORENO DE ALMEIDA, Amanda Gerhardt de Oliveira, ANA MARIA FURTADO DE SOUSA, Teresa Maria Dias Fernandes, LUIZ CARLOS BERTOLINO, Pacheco, Elen Beatriz A.V, ANA LUCIA NAZARETH DA SILVA, ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0059-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00600020;Potential development of green and purple colors in colorless natural quartz from geodes in rhyodacites, Serra Geral Group, Brazil;;Larissa Lanes Tononi, Lauren da Cunha Duarte, Pedro Luiz Juchem, LAMEIRAS, F. S., JURGEN SCHNELLRATH, Mauricio Thadeu Fenilli de Menezes, ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0060-00-20 - Jurgen.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
